0	1	0
0.01	0.999965	-0.00707103
0.02	0.999859	-0.0141418
0.03	0.999682	-0.0212121
0.04	0.999434	-0.0282816
0.05	0.999116	-0.0353501
0.06	0.998727	-0.0424174
0.07	0.998268	-0.0494832
0.08	0.997738	-0.0565472
0.09	0.997137	-0.0636092
0.1	0.996466	-0.070669
0.11	0.995724	-0.0777262
0.12	0.994911	-0.0847807
0.13	0.994028	-0.0918321
0.14	0.993074	-0.0988803
0.15	0.99205	-0.105925
0.16	0.990956	-0.112966
0.17	0.989791	-0.120003
0.18	0.988556	-0.127035
0.19	0.98725	-0.134063
0.2	0.985875	-0.141086
0.21	0.984429	-0.148104
0.22	0.982913	-0.155117
0.23	0.981326	-0.162124
0.24	0.97967	-0.169125
0.25	0.977944	-0.17612
0.26	0.976148	-0.183108
0.27	0.974282	-0.19009
0.28	0.972346	-0.197065
0.29	0.97034	-0.204033
0.3	0.968265	-0.210993
0.31	0.966121	-0.217945
0.32	0.963906	-0.224889
0.33	0.961623	-0.231825
0.34	0.95927	-0.238752
0.35	0.956848	-0.24567
0.36	0.954357	-0.252578
0.37	0.951796	-0.259478
0.38	0.949167	-0.266367
0.39	0.946469	-0.273246
0.4	0.943702	-0.280115
0.41	0.940867	-0.286973
0.42	0.937963	-0.29382
0.43	0.93499	-0.300655
0.44	0.93195	-0.307479
0.45	0.928841	-0.314291
0.46	0.925664	-0.32109
0.47	0.922419	-0.327877
0.48	0.919106	-0.33465
0.49	0.915726	-0.34141
0.5	0.912278	-0.348157
0.51	0.908763	-0.35489
0.52	0.905181	-0.361608
0.53	0.901531	-0.368311
0.54	0.897814	-0.374999
0.55	0.894031	-0.381672
0.56	0.890181	-0.388329
0.57	0.886264	-0.39497
0.58	0.882282	-0.401595
0.59	0.878233	-0.408202
0.6	0.874118	-0.414792
0.61	0.869937	-0.421364
0.62	0.86569	-0.427919
0.63	0.861379	-0.434454
0.64	0.857001	-0.440971
0.65	0.852559	-0.447469
0.66	0.848052	-0.453947
0.67	0.84348	-0.460404
0.68	0.838844	-0.466842
0.69	0.834144	-0.473258
0.7	0.829379	-0.479652
0.71	0.824551	-0.486025
0.72	0.819659	-0.492376
0.73	0.814703	-0.498704
0.74	0.809685	-0.505008
0.75	0.804603	-0.511289
0.76	0.799459	-0.517546
0.77	0.794252	-0.523778
0.78	0.788983	-0.529984
0.79	0.783653	-0.536165
0.8	0.77826	-0.542321
0.81	0.772806	-0.548449
0.82	0.767291	-0.55455
0.83	0.761715	-0.560624
0.84	0.756079	-0.566669
0.85	0.750382	-0.572685
0.86	0.744625	-0.578673
0.87	0.738809	-0.58463
0.88	0.732933	-0.590557
0.89	0.726998	-0.596453
0.9	0.721004	-0.602317
0.91	0.714951	-0.608149
0.92	0.708841	-0.613949
0.93	0.702673	-0.619715
0.94	0.696447	-0.625447
0.95	0.690164	-0.631145
0.96	0.683824	-0.636807
0.97	0.677428	-0.642434
0.98	0.670975	-0.648024
0.99	0.664467	-0.653577
1	0.657904	-0.659093
1.01	0.651286	-0.66457
1.02	0.644613	-0.670007
1.03	0.637886	-0.675405
1.04	0.631105	-0.680763
1.05	0.624271	-0.686079
1.06	0.617383	-0.691354
1.07	0.610444	-0.696586
1.08	0.603452	-0.701774
1.09	0.596408	-0.706919
1.1	0.589314	-0.712018
1.11	0.582168	-0.717073
1.12	0.574972	-0.722081
1.13	0.567727	-0.727041
1.14	0.560432	-0.731955
1.15	0.553088	-0.736819
1.16	0.545695	-0.741634
1.17	0.538255	-0.746399
1.18	0.530768	-0.751113
1.19	0.523233	-0.755775
1.2	0.515652	-0.760385
1.21	0.508026	-0.764941
1.22	0.500354	-0.769443
1.23	0.492637	-0.77389
1.24	0.484876	-0.778281
1.25	0.477071	-0.782616
1.26	0.469224	-0.786893
1.27	0.461334	-0.791111
1.28	0.453402	-0.795271
1.29	0.445429	-0.79937
1.3	0.437415	-0.803408
1.31	0.429361	-0.807385
1.32	0.421267	-0.811298
1.33	0.413135	-0.815149
1.34	0.404964	-0.818935
1.35	0.396756	-0.822656
1.36	0.388511	-0.82631
1.37	0.38023	-0.829898
1.38	0.371914	-0.833418
1.39	0.363562	-0.836869
1.4	0.355177	-0.840251
1.41	0.346757	-0.843563
1.42	0.338306	-0.846804
1.43	0.329822	-0.849972
1.44	0.321306	-0.853068
1.45	0.312761	-0.85609
1.46	0.304185	-0.859038
1.47	0.29558	-0.86191
1.48	0.286947	-0.864706
1.49	0.278286	-0.867426
1.5	0.269599	-0.870068
1.51	0.260885	-0.872632
1.52	0.252146	-0.875117
1.53	0.243383	-0.877522
1.54	0.234596	-0.879846
1.55	0.225786	-0.882089
1.56	0.216955	-0.884251
1.57	0.208102	-0.886329
1.58	0.199228	-0.888325
1.59	0.190335	-0.890237
1.6	0.181424	-0.892064
1.61	0.172494	-0.893807
1.62	0.163548	-0.895464
1.63	0.154585	-0.897035
1.64	0.145608	-0.898519
1.65	0.136615	-0.899916
1.66	0.127609	-0.901226
1.67	0.118591	-0.902448
1.68	0.109561	-0.903581
1.69	0.10052	-0.904626
1.7	0.0914686	-0.905582
1.71	0.0824084	-0.906448
1.72	0.0733399	-0.907224
1.73	0.0642642	-0.907911
1.74	0.055182	-0.908507
1.75	0.0460944	-0.909012
1.76	0.0370021	-0.909428
1.77	0.0279061	-0.909752
1.78	0.0188074	-0.909985
1.79	0.00970671	-0.910128
1.8	0.000605099	-0.91018
1.81	-0.00849657	-0.91014
1.82	-0.0175974	-0.91001
1.83	-0.0266965	-0.909788
1.84	-0.0357929	-0.909476
1.85	-0.0448857	-0.909073
1.86	-0.053974	-0.908579
1.87	-0.063057	-0.907995
1.88	-0.0721336	-0.907321
1.89	-0.0812031	-0.906556
1.9	-0.0902644	-0.905702
1.91	-0.0993168	-0.904758
1.92	-0.108359	-0.903725
1.93	-0.117391	-0.902604
1.94	-0.126411	-0.901394
1.95	-0.135419	-0.900096
1.96	-0.144413	-0.89871
1.97	-0.153393	-0.897237
1.98	-0.162357	-0.895678
1.99	-0.171306	-0.894032
2	-0.180238	-0.892301
2.01	-0.189152	-0.890485
2.02	-0.198047	-0.888584
2.03	-0.206923	-0.8866
2.04	-0.215779	-0.884532
2.05	-0.224613	-0.882381
2.06	-0.233426	-0.880149
2.07	-0.242216	-0.877835
2.08	-0.250982	-0.875441
2.09	-0.259725	-0.872967
2.1	-0.268442	-0.870414
2.11	-0.277133	-0.867782
2.12	-0.285797	-0.865072
2.13	-0.294434	-0.862286
2.14	-0.303042	-0.859424
2.15	-0.311622	-0.856486
2.16	-0.320172	-0.853474
2.17	-0.328691	-0.850388
2.18	-0.337179	-0.847229
2.19	-0.345636	-0.843998
2.2	-0.354059	-0.840696
2.21	-0.362449	-0.837323
2.22	-0.370805	-0.833881
2.23	-0.379127	-0.83037
2.24	-0.387412	-0.826791
2.25	-0.395662	-0.823145
2.26	-0.403875	-0.819433
2.27	-0.412051	-0.815656
2.28	-0.420188	-0.811814
2.29	-0.428287	-0.807909
2.3	-0.436346	-0.80394
2.31	-0.444365	-0.79991
2.32	-0.452344	-0.795819
2.33	-0.460282	-0.791668
2.34	-0.468177	-0.787457
2.35	-0.47603	-0.783188
2.36	-0.483841	-0.778861
2.37	-0.491607	-0.774477
2.38	-0.49933	-0.770038
2.39	-0.507008	-0.765543
2.4	-0.514641	-0.760994
2.41	-0.522228	-0.756391
2.42	-0.529768	-0.751736
2.43	-0.537262	-0.747029
2.44	-0.544709	-0.742271
2.45	-0.552108	-0.737462
2.46	-0.559458	-0.732604
2.47	-0.566759	-0.727698
2.48	-0.574012	-0.722743
2.49	-0.581214	-0.717741
2.5	-0.588366	-0.712693
2.51	-0.595468	-0.707599
2.52	-0.602518	-0.702461
2.53	-0.609517	-0.697278
2.54	-0.616464	-0.692052
2.55	-0.623358	-0.686783
2.56	-0.630199	-0.681472
2.57	-0.636987	-0.67612
2.58	-0.643721	-0.670727
2.59	-0.650402	-0.665295
2.6	-0.657027	-0.659823
2.61	-0.663598	-0.654313
2.62	-0.670113	-0.648765
2.63	-0.676573	-0.643179
2.64	-0.682977	-0.637558
2.65	-0.689324	-0.6319
2.66	-0.695615	-0.626207
2.67	-0.701848	-0.620479
2.68	-0.708024	-0.614718
2.69	-0.714142	-0.608922
2.7	-0.720202	-0.603095
2.71	-0.726204	-0.597234
2.72	-0.732147	-0.591343
2.73	-0.738031	-0.58542
2.74	-0.743855	-0.579466
2.75	-0.74962	-0.573483
2.76	-0.755325	-0.56747
2.77	-0.760969	-0.561429
2.78	-0.766553	-0.555359
2.79	-0.772077	-0.549262
2.8	-0.777539	-0.543137
2.81	-0.782939	-0.536985
2.82	-0.788278	-0.530808
2.83	-0.793555	-0.524604
2.84	-0.79877	-0.518376
2.85	-0.803923	-0.512122
2.86	-0.809013	-0.505845
2.87	-0.814039	-0.499543
2.88	-0.819003	-0.493219
2.89	-0.823904	-0.486871
2.9	-0.828741	-0.480501
2.91	-0.833514	-0.474109
2.92	-0.838223	-0.467696
2.93	-0.842868	-0.461262
2.94	-0.847448	-0.454807
2.95	-0.851964	-0.448331
2.96	-0.856414	-0.441836
2.97	-0.8608	-0.435322
2.98	-0.865121	-0.428789
2.99	-0.869376	-0.422237
3	-0.873566	-0.415667
3.01	-0.877689	-0.409079
3.02	-0.881747	-0.402474
3.03	-0.885739	-0.395852
3.04	-0.889664	-0.389213
3.05	-0.893523	-0.382558
3.06	-0.897315	-0.375888
3.07	-0.901041	-0.369201
3.08	-0.904699	-0.3625
3.09	-0.908291	-0.355784
3.1	-0.911815	-0.349053
3.11	-0.915272	-0.342308
3.12	-0.918661	-0.33555
3.13	-0.921983	-0.328778
3.14	-0.925236	-0.321993
3.15	-0.928422	-0.315195
3.16	-0.93154	-0.308385
3.17	-0.93459	-0.301563
3.18	-0.937571	-0.294729
3.19	-0.940485	-0.287884
3.2	-0.943329	-0.281027
3.21	-0.946105	-0.27416
3.22	-0.948812	-0.267282
3.23	-0.951451	-0.260394
3.24	-0.95402	-0.253496
3.25	-0.956521	-0.246589
3.26	-0.958952	-0.239672
3.27	-0.961314	-0.232746
3.28	-0.963607	-0.225812
3.29	-0.96583	-0.218869
3.3	-0.967984	-0.211917
3.31	-0.970069	-0.204958
3.32	-0.972083	-0.197992
3.33	-0.974028	-0.191018
3.34	-0.975904	-0.184037
3.35	-0.977709	-0.177049
3.36	-0.979445	-0.170055
3.37	-0.98111	-0.163055
3.38	-0.982706	-0.156049
3.39	-0.984231	-0.149037
3.4	-0.985686	-0.14202
3.41	-0.987071	-0.134997
3.42	-0.988386	-0.12797
3.43	-0.989631	-0.120938
3.44	-0.990805	-0.113902
3.45	-0.991909	-0.106861
3.46	-0.992942	-0.0998172
3.47	-0.993905	-0.0927695
3.48	-0.994798	-0.0857184
3.49	-0.99562	-0.0786643
3.5	-0.996371	-0.0716075
3.51	-0.997052	-0.064548
3.52	-0.997662	-0.0574863
3.53	-0.998201	-0.0504225
3.54	-0.99867	-0.043357
3.55	-0.999069	-0.0362899
3.56	-0.999396	-0.0292215
3.57	-0.999653	-0.0221521
3.58	-0.999839	-0.0150819
3.59	-0.999955	-0.00801119
3.6	-0.999999	-0.000940187
3.61	-0.999973	0.00613085
3.62	-0.999877	0.0132017
3.63	-0.999709	0.020272
3.64	-0.999471	0.0273417
3.65	-0.999163	0.0344103
3.66	-0.998783	0.0414778
3.67	-0.998333	0.0485438
3.68	-0.997812	0.0556081
3.69	-0.997221	0.0626703
3.7	-0.996559	0.0697304
